pcap_secs,ta,ra,seq,mcs,rate,retry,dbm_antsignal,dbm_antnoise,typestr
0.972065,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4063,7,130,0,,,28 QosData
0.972191,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4064,7,270,0,,,28 QosData
0.972294,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4065,7,130,0,,,28 QosData
0.972393,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4066,7,130,0,,,28 QosData
0.972522,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4067,7,270,0,,,28 QosData
0.972635,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4068,7,130,0,,,28 QosData
0.972753,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4069,0,6.5,0,0,,28 QosData
0.972869,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4070,7,130,0,,,28 QosData
0.972995,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4071,7,130,0,,,28 QosData
0.973102,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4072,7,270,0,,,28 QosData
0.973217,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4073,7,130,0,,,28 QosData
0.973310,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4074,7,270,0,,,28 QosData
0.973430,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4075,7,130,0,,,28 QosData
0.973539,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4076,7,130,0,,,28 QosData
0.973647,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4077,7,270,0,,,28 QosData
0.973770,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4078,7,130,0,,,28 QosData
0.973898,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4079,7,270,0,,,28 QosData
0.974003,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4080,7,130,0,,,28 QosData
0.974172,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4081,7,130,0,,,28 QosData
0.974296,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4082,7,270,0,,,28 QosData
0.974404,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4083,0,6.5,0,0,,28 QosData
0.974507,,00:0b:6b:7f:e3:11,,,4.0,0,0,,1D ACK
0.974567,,00:0b:6b:7f:e3:11,,,4.0,0,0,,1D ACK
0.974627,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.974692,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4084,7,270,0,,,28 QosData
0.974818,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4085,7,270,0,,,28 QosData
0.974923,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4086,7,270,0,,,28 QosData
0.975046,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4087,7,270,0,,,28 QosData
0.975153,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4088,7,300.0,0,,,28 QosData
0.975316,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4089,7,270,0,,,28 QosData
0.975442,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4090,7,130,0,,,28 QosData
0.975560,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4091,7,130,0,,,28 QosData
0.975659,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4092,7,270,0,,,28 QosData
0.975779,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4093,7,130,0,,,28 QosData
0.975893,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4094,7,270,0,,,28 QosData
0.976009,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4095,7,130,0,,,28 QosData
0.976117,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,0,7,130,0,,,28 QosData
0.976238,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,1,7,270,0,,,28 QosData
0.976342,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,2,7,130,0,,,28 QosData
0.976507,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,3,7,270,0,,,28 QosData
0.976624,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,4,7,130,0,,,28 QosData
0.976736,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,5,7,130,0,,,28 QosData
0.976841,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,6,7,270,0,,,28 QosData
0.976963,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,7,7,130,0,,,28 QosData
0.977071,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,8,7,270,0,,,28 QosData
0.977183,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,9,7,130,0,,,28 QosData
0.977289,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,10,7,130,0,,,28 QosData
0.977412,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,11,7,270,0,,,28 QosData
0.977516,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,12,7,130,0,,,28 QosData
0.977632,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,13,7,270,0,,,28 QosData
0.977741,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,14,7,130,0,,,28 QosData
0.977859,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,15,7,130,0,,,28 QosData
0.977962,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,16,7,270,0,,,28 QosData
0.978080,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,17,7,270,0,,,28 QosData
0.978183,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,18,7,130,0,,,28 QosData
0.978295,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,19,7,130,0,,,28 QosData
0.978392,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,20,7,270,0,,,28 QosData
0.978505,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,21,7,130,0,,,28 QosData
0.978608,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,22,7,270,0,,,28 QosData
0.978772,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,23,7,130,0,,,28 QosData
0.978889,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,24,0,6.5,0,0,,28 QosData
0.978997,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.979064,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,25,7,270,0,,,28 QosData
0.979183,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,26,7,130,0,,,28 QosData
0.979306,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,27,7,130,0,,,28 QosData
0.979417,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,28,0,6.5,0,0,,28 QosData
0.963618,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1497,7,130,0,,,28 QosData
0.963880,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1498,7,130,0,,,28 QosData
0.980839,d8:c7:c8:d7:71:64,ff:ff:ff:ff:ff:ff,2140,,4.0,0,0,,08 Beacon
0.983887,,00:0b:6b:7f:e3:11,,,4.0,0,0,,1C CTS
0.984062,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,19 BlockAck
0.964122,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1499,7,130,0,,,28 QosData
0.964350,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1500,,,0,,,28 QosData
0.964586,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1501,,,0,,,28 QosData
0.964809,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1502,,,0,,,28 QosData
0.965029,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1503,,,0,,,28 QosData
0.965245,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1504,,,0,,,28 QosData
0.965474,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1505,,,0,,,28 QosData
0.965696,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1506,,,0,,,28 QosData
0.965951,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1507,,,0,,,28 QosData
0.966171,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1508,,,0,,,28 QosData
0.966393,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1509,,,0,,,28 QosData
0.966603,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1510,,,0,,,28 QosData
0.966821,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1511,,,0,,,28 QosData
0.967027,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1512,,,0,,,28 QosData
0.967249,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1513,,,0,,,28 QosData
0.967464,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1514,,,0,,,28 QosData
0.967681,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1515,,,0,,,28 QosData
0.967900,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1516,,,0,,,28 QosData
0.968113,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1517,,,0,,,28 QosData
0.968332,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1518,,,0,,,28 QosData
0.968548,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1519,,,0,,,28 QosData
0.968757,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1520,,,0,,,28 QosData
0.968979,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1521,,,0,,,28 QosData
0.969195,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1522,,,0,,,28 QosData
0.969424,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1523,,,0,,,28 QosData
0.969875,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1524,,,0,,,28 QosData
0.969959,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1525,,,0,,,28 QosData
0.970072,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1526,,,0,,,28 QosData
0.970318,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1527,,,0,,,28 QosData
0.970549,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1528,,,0,,,28 QosData
0.970768,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1529,,,0,,,28 QosData
0.970982,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1530,,,0,,,28 QosData
0.985008,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.985074,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,29,7,270,0,,,28 QosData
0.985256,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,30,0,6.5,0,0,,28 QosData
0.985397,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,31,7,270,0,,,28 QosData
0.985513,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,32,7,130,0,,,28 QosData
0.985634,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,33,7,270,0,,,28 QosData
0.985741,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,34,7,130,0,,,28 QosData
0.985866,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,35,7,270,0,,,28 QosData
0.985977,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,36,7,130,0,,,28 QosData
0.986092,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,37,7,270,0,,,28 QosData
0.986199,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,38,7,130,0,,,28 QosData
0.986313,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,39,7,130,0,,,28 QosData
0.986424,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,40,7,270,0,,,28 QosData
0.986543,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,41,7,130,0,,,28 QosData
0.986653,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,42,0,6.5,0,0,,28 QosData
0.986768,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,43,7,130,0,,,28 QosData
0.986873,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,44,7,130,0,,,28 QosData
0.986988,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,45,7,270,0,,,28 QosData
0.987089,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,46,7,130,0,,,28 QosData
0.987202,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,47,7,270,0,,,28 QosData
0.987308,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,48,7,130,0,,,28 QosData
0.987429,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,49,7,130,0,,,28 QosData
0.987525,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,50,7,270,0,,,28 QosData
0.987638,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,51,7,130,0,,,28 QosData
0.987743,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,52,7,270,0,,,28 QosData
0.987859,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,53,7,130,0,,,28 QosData
0.987961,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,54,7,130,0,,,28 QosData
0.988079,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,55,7,270,0,,,28 QosData
0.988190,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,56,7,130,0,,,28 QosData
0.988303,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,57,7,270,0,,,28 QosData
0.988411,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,58,7,130,0,,,28 QosData
0.988525,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,59,7,130,0,,,28 QosData
0.988634,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,60,7,270,0,,,28 QosData
0.988751,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,61,7,130,0,,,28 QosData
0.988860,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,62,7,270,0,,,28 QosData
0.988983,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,63,7,130,0,,,28 QosData
0.989092,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,64,7,130,0,,,28 QosData
0.989204,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,65,7,270,0,,,28 QosData
0.989306,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,66,7,130,0,,,28 QosData
0.989427,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,67,7,270,0,,,28 QosData
0.989535,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,68,7,130,0,,,28 QosData
0.989702,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,69,7,130,0,,,28 QosData
0.989835,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,70,7,270,0,,,28 QosData
0.989961,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,71,7,130,0,,,28 QosData
0.990070,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,72,7,270,0,,,28 QosData
0.990242,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,73,7,130,0,,,28 QosData
0.990371,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,74,7,130,0,,,28 QosData
0.990490,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,75,7,270,0,,,28 QosData
0.990604,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,76,7,130,0,,,28 QosData
0.990727,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,77,7,270,0,,,28 QosData
0.990847,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,78,0,6.5,0,0,,28 QosData
0.990956,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,19 BlockAck
0.991016,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,19 BlockAck
0.991064,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.991133,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,79,7,270,0,,,28 QosData
0.991257,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,80,7,130,0,,,28 QosData
0.991385,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,81,7,130,0,,,28 QosData
0.991488,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,82,7,270,0,,,28 QosData
0.991651,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,83,7,130,0,,,28 QosData
0.991771,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,84,7,130,0,,,28 QosData
0.991882,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,85,7,270,0,,,28 QosData
0.991994,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,86,7,130,0,,,28 QosData
0.992113,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,87,7,270,0,,,28 QosData
0.992213,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,88,7,130,0,,,28 QosData
0.992329,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,89,7,130,0,,,28 QosData
0.992436,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,90,7,270,0,,,28 QosData
0.992553,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,91,7,130,0,,,28 QosData
0.992641,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,92,7,270,0,,,28 QosData
0.992745,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,93,7,130,0,,,28 QosData
0.992842,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,94,7,130,0,,,28 QosData
0.992969,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,95,7,270,0,,,28 QosData
0.993080,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,96,7,130,0,,,28 QosData
0.993198,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,97,7,270,0,,,28 QosData
0.993300,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,98,7,130,0,,,28 QosData
0.993414,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,99,7,130,0,,,28 QosData
0.993525,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,100,7,270,0,,,28 QosData
0.993664,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,101,7,130,0,,,28 QosData
0.993772,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,102,7,270,0,,,28 QosData
0.993901,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,103,7,130,0,,,28 QosData
0.994008,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,104,7,130,0,,,28 QosData
0.994119,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,105,7,270,0,,,28 QosData
0.994225,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,106,7,130,0,,,28 QosData
0.994349,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,107,7,130,0,,,28 QosData
0.994466,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,108,7,130,0,,,28 QosData
0.994590,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,109,7,270,0,,,28 QosData
0.994698,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,110,7,130,0,,,28 QosData
0.994869,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,111,7,270,0,,,28 QosData
0.994994,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,112,7,130,0,,,28 QosData
0.995106,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,113,7,130,0,,,28 QosData
0.995213,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,114,7,270,0,,,28 QosData
0.995333,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,115,7,130,0,,,28 QosData
0.995441,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,116,7,270,0,,,28 QosData
0.995546,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,117,7,130,0,,,28 QosData
0.995665,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,118,7,130,0,,,28 QosData
0.995763,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,119,7,270,0,,,28 QosData
0.995872,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,120,0,6.5,0,0,,28 QosData
0.995986,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,121,7,270,0,,,28 QosData
0.996090,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,122,7,130,0,,,28 QosData
0.996210,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,123,7,130,0,,,28 QosData
0.996319,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,124,7,270,0,,,28 QosData
0.996426,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,125,7,130,0,,,28 QosData
0.996550,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,126,7,270,0,,,28 QosData
0.996677,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,127,7,130,0,,,28 QosData
0.996782,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,128,7,130,0,,,28 QosData
0.996946,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,129,7,270,0,,,28 QosData
0.997076,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,130,7,130,0,,,28 QosData
0.997188,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,131,7,270,0,,,28 QosData
0.997294,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,132,7,130,0,,,28 QosData
0.997415,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,133,7,130,0,,,28 QosData
0.997525,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,134,7,270,0,,,28 QosData
0.997639,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,135,7,130,0,,,28 QosData
0.997749,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,136,7,270,0,,,28 QosData
0.997854,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,137,7,130,0,,,28 QosData
0.997973,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,138,7,130,0,,,28 QosData
0.998076,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,139,7,270,0,,,28 QosData
0.998186,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,140,0,6.5,0,0,,28 QosData
0.998301,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,,,4.0,0,0,,1B RTS
0.998363,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,141,7,300.0,0,,,28 QosData
0.998476,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,142,7,270,0,,,28 QosData
0.998593,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,143,7,300.0,0,,,28 QosData
0.998700,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,144,7,300.0,0,,,28 QosData
0.998800,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,145,7,130,0,,,28 QosData
0.998919,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,146,7,270,0,,,28 QosData
0.999023,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,147,7,130,0,,,28 QosData
0.999143,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,148,7,130,0,,,28 QosData
0.999255,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,149,7,270,0,,,28 QosData
0.999360,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,150,7,130,0,,,28 QosData
0.999473,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,151,7,270,0,,,28 QosData
0.999581,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,152,7,130,0,,,28 QosData
0.999754,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,153,7,130,0,,,28 QosData
0.999866,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,154,7,270,0,,,28 QosData
0.999995,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,155,7,130,0,,,28 QosData
1.000111,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,156,7,270,0,,,28 QosData
1.000283,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,157,7,130,0,,,28 QosData
1.000416,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,158,7,130,0,,,28 QosData
1.000532,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,159,7,270,0,,,28 QosData
1.000640,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,160,7,130,0,,,28 QosData
1.000782,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,161,7,270,0,,,28 QosData
1.000889,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,162,7,130,0,,,28 QosData
1.001049,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,163,7,130,0,,,28 QosData
1.001170,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,164,7,270,0,,,28 QosData
1.001286,48:d7:05:cc:3b:b9,00:0b:6b:7f:e3:11,165,0,6.5,0,0,,28 QosData
0.971198,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1531,7,130,0,,,28 QosData
0.971408,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1532,,,0,,,28 QosData
0.971624,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1533,,,0,,,28 QosData
0.971839,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1534,,,0,,,28 QosData
0.972045,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1535,,,0,,,28 QosData
0.972330,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1536,,,0,,,28 QosData
0.972669,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1537,,,0,,,28 QosData
0.972756,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1538,,,0,,,28 QosData
0.973097,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1539,,,0,,,28 QosData
0.973197,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1540,,,0,,,28 QosData
0.973532,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1541,,,0,,,28 QosData
0.973624,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1542,,,0,,,28 QosData
0.973966,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1543,,,0,,,28 QosData
0.974061,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1544,,,0,,,28 QosData
0.974389,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1545,,,0,,,28 QosData
0.974782,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1546,,,0,,,28 QosData
0.975110,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1547,,,0,,,28 QosData
0.975210,00:0b:6b:7f:e3:11,48:d7:05:cc:3b:b9,1548,,,0,,,28 QosData
